label,left_elbow,right_elbow,left_knee,right_knee,shoulder_distance,left_arm_length,right_arm_length
no_exercise,118.87,121.27,140.39,145.64,0.1815,0.4135,0.4171
no_exercise,124.17,120.0,139.39,146.75,0.177,0.4051,0.4136
no_exercise,127.48,119.16,138.35,148.58,0.1785,0.4065,0.4208
no_exercise,129.26,122.59,137.76,152.78,0.1762,0.401,0.4097
no_exercise,127.99,122.47,137.86,149.91,0.1758,0.404,0.4213
no_exercise,128.73,117.04,136.22,149.61,0.1873,0.4115,0.4373
no_exercise,135.73,123.03,136.02,150.66,0.1916,0.4064,0.4376
no_exercise,135.64,132.7,136.57,151.16,0.1958,0.4108,0.4234
no_exercise,132.22,123.92,139.56,149.31,0.1987,0.4213,0.4426
no_exercise,143.26,129.18,137.93,148.76,0.2018,0.4104,0.4331
no_exercise,142.38,131.16,134.76,149.05,0.2051,0.4164,0.4477
no_exercise,137.64,128.77,129.93,150.37,0.2144,0.433,0.4756
no_exercise,139.07,129.85,131.23,147.55,0.2196,0.4481,0.4945
no_exercise,139.01,127.38,133.16,149.3,0.2223,0.4511,0.4881
no_exercise,132.85,125.05,133.78,150.13,0.226,0.4658,0.4925
no_exercise,131.02,115.07,129.87,153.06,0.2284,0.4809,0.5185
no_exercise,136.31,119.49,130.41,153.17,0.2323,0.4752,0.5175
no_exercise,135.11,113.45,131.65,150.47,0.2576,0.4819,0.4874
no_exercise,142.03,115.95,131.96,147.67,0.2498,0.4633,0.4777
no_exercise,138.04,115.83,133.33,146.38,0.2513,0.4733,0.4787
no_exercise,137.9,115.45,134.49,145.91,0.2567,0.4749,0.4817
no_exercise,134.31,116.29,136.54,148.35,0.2575,0.4798,0.4845
no_exercise,130.87,112.74,137.31,148.9,0.2619,0.4889,0.5001
no_exercise,127.23,114.51,137.32,148.13,0.2751,0.4845,0.5068
no_exercise,124.17,112.61,138.71,148.5,0.2834,0.4782,0.5188
no_exercise,124.56,111.82,140.25,148.58,0.2885,0.4807,0.519
no_exercise,123.15,111.91,139.91,148.64,0.2915,0.4876,0.5178
no_exercise,121.02,111.57,140.81,149.14,0.2962,0.4937,0.5186
no_exercise,118.46,110.96,140.72,149.62,0.2956,0.497,0.5167
no_exercise,118.96,109.59,140.51,150.04,0.2992,0.5037,0.5217
no_exercise,117.05,112.53,140.31,149.15,0.2999,0.5065,0.5124
no_exercise,114.6,109.19,140.01,148.77,0.2978,0.5116,0.5247
no_exercise,114.01,111.07,139.89,148.87,0.2983,0.5123,0.5144
no_exercise,111.38,107.93,141.51,147.6,0.2947,0.5161,0.5168
no_exercise,110.89,106.18,141.21,147.82,0.2949,0.51,0.5223
no_exercise,105.46,98.18,142.13,147.32,0.2954,0.5119,0.5358
no_exercise,103.1,97.7,141.36,146.98,0.2963,0.5223,0.5446
no_exercise,101.03,98.11,140.18,147.04,0.2952,0.5254,0.5338
no_exercise,101.53,99.04,140.69,148.99,0.2956,0.5215,0.5274
no_exercise,101.68,101.32,142.1,149.48,0.2941,0.5131,0.5191
no_exercise,99.72,98.59,141.92,147.75,0.2946,0.5255,0.5306
no_exercise,97.08,98.33,141.74,148.05,0.2931,0.5455,0.542
no_exercise,96.56,100.4,141.4,147.43,0.2932,0.5591,0.5491
no_exercise,97.31,102.12,140.82,147.96,0.2932,0.5535,0.5561
no_exercise,100.06,101.45,140.68,146.83,0.2931,0.5442,0.5687
no_exercise,100.78,99.45,139.34,146.54,0.2933,0.5443,0.5842
no_exercise,103.84,99.88,136.6,147.17,0.295,0.5292,0.5895
no_exercise,103.47,100.64,136.27,146.73,0.2969,0.5337,0.5915
no_exercise,104.25,100.89,135.96,146.53,0.298,0.5338,0.5914
no_exercise,105.24,101.05,136.25,146.42,0.2989,0.5319,0.5918
no_exercise,105.83,101.23,137.01,146.67,0.2992,0.5305,0.5925
no_exercise,105.58,101.32,137.54,147.06,0.2997,0.5305,0.592
no_exercise,105.93,101.81,137.46,147.18,0.2997,0.5296,0.5913
no_exercise,105.22,101.66,138.19,147.18,0.2998,0.5334,0.5918
no_exercise,104.62,100.58,138.94,146.54,0.3007,0.5362,0.5982
no_exercise,104.24,100.39,139.47,145.69,0.3009,0.538,0.5973
no_exercise,103.19,100.89,140.01,145.56,0.3014,0.5422,0.5938
no_exercise,103.73,102.86,140.74,145.9,0.3015,0.5391,0.5838
no_exercise,104.04,102.96,140.63,145.68,0.3014,0.5378,0.5824
no_exercise,103.52,102.45,140.79,145.58,0.3012,0.5412,0.5845
no_exercise,103.96,102.23,139.98,146.0,0.3008,0.5408,0.5853
no_exercise,104.41,103.44,139.83,146.45,0.3003,0.5393,0.5818
no_exercise,104.5,102.81,140.51,146.51,0.3,0.5397,0.5844
no_exercise,105.64,103.15,140.08,146.44,0.3,0.535,0.5834
no_exercise,105.43,102.76,139.93,146.89,0.2997,0.5358,0.5855
no_exercise,105.03,102.97,139.88,146.98,0.2996,0.5374,0.5854
no_exercise,105.21,102.77,139.83,146.96,0.299,0.5369,0.5865
no_exercise,105.51,102.55,139.87,147.02,0.299,0.5358,0.5881
no_exercise,105.4,103.8,139.9,147.38,0.299,0.5364,0.5833
no_exercise,105.02,103.46,139.79,147.27,0.2989,0.5378,0.5846
no_exercise,105.03,103.28,139.65,147.27,0.2989,0.5378,0.5854
no_exercise,105.45,104.69,140.27,147.27,0.2989,0.5363,0.5804
no_exercise,105.74,104.67,140.31,147.63,0.2988,0.5354,0.5805
no_exercise,105.77,104.35,140.34,147.61,0.299,0.5357,0.5813
no_exercise,105.94,105.43,140.38,147.57,0.2991,0.5352,0.5782
no_exercise,105.73,104.56,140.46,148.05,0.2993,0.536,0.5816
no_exercise,105.45,104.27,140.46,148.02,0.2994,0.5373,0.5835
no_exercise,105.55,104.33,140.47,148.01,0.2993,0.5376,0.5835
no_exercise,106.62,105.2,140.56,147.48,0.2995,0.5343,0.5806
no_exercise,107.55,105.77,140.8,147.6,0.2996,0.5326,0.5794
no_exercise,107.19,105.94,140.81,147.76,0.2996,0.5357,0.5782
no_exercise,106.7,105.96,141.06,147.79,0.3,0.5378,0.5777
no_exercise,106.51,105.53,141.01,147.75,0.3002,0.5388,0.5781
no_exercise,106.34,105.06,140.9,147.71,0.3005,0.54,0.5796
no_exercise,106.22,103.83,140.93,147.74,0.3007,0.5404,0.5817
no_exercise,106.41,103.63,140.94,148.06,0.3008,0.5396,0.5814
no_exercise,105.94,102.85,140.78,148.67,0.3009,0.5408,0.5842
no_exercise,106.28,103.4,140.67,149.05,0.301,0.5398,0.5818
no_exercise,106.32,103.94,140.59,148.84,0.3011,0.5398,0.5796
no_exercise,106.74,104.16,140.57,149.07,0.3011,0.5384,0.5787
no_exercise,106.68,104.12,140.73,148.94,0.3012,0.5384,0.5791
no_exercise,106.58,104.23,141.05,148.96,0.3012,0.5387,0.5786
no_exercise,106.76,104.17,140.82,148.65,0.3012,0.5384,0.5788
no_exercise,106.76,104.56,140.68,148.69,0.3013,0.5384,0.578
no_exercise,106.34,103.19,140.59,148.7,0.3014,0.5397,0.5831
no_exercise,106.11,103.31,140.44,148.35,0.3019,0.5405,0.5823
no_exercise,106.74,103.99,140.28,148.52,0.302,0.5389,0.5802
no_exercise,106.67,103.62,140.49,148.94,0.3021,0.5398,0.5826
no_exercise,106.82,105.56,140.93,148.95,0.3026,0.5401,0.5764
no_exercise,107.02,106.28,141.07,148.73,0.3031,0.5397,0.575
no_exercise,106.9,103.67,141.03,148.26,0.3035,0.5403,0.5835
no_exercise,105.98,103.31,140.84,148.06,0.3039,0.5431,0.5861
no_exercise,106.19,103.44,140.53,147.47,0.304,0.5422,0.5862
no_exercise,105.33,102.77,140.13,147.14,0.3037,0.5453,0.5891
no_exercise,107.45,105.47,140.33,147.77,0.3035,0.5381,0.581
no_exercise,107.41,105.61,140.26,147.95,0.3034,0.5383,0.5812
no_exercise,107.71,105.61,140.34,148.32,0.3032,0.5374,0.5812
no_exercise,107.68,105.61,140.39,148.52,0.3031,0.5375,0.5811
no_exercise,107.61,105.82,140.67,149.18,0.3028,0.5376,0.5806
no_exercise,107.7,105.71,140.78,149.25,0.3025,0.5376,0.5811
no_exercise,107.54,105.73,141.43,149.42,0.3022,0.5374,0.5812
no_exercise,107.48,105.7,141.53,149.28,0.302,0.5372,0.5813
no_exercise,107.4,105.92,141.56,149.19,0.3018,0.5373,0.5807
no_exercise,107.05,105.53,141.51,148.95,0.3014,0.5375,0.5817
no_exercise,106.69,105.77,141.64,148.75,0.3013,0.5384,0.581
no_exercise,106.71,105.77,141.61,148.56,0.3011,0.5383,0.5813
no_exercise,106.71,106.37,141.6,148.65,0.3009,0.5382,0.5802
no_exercise,106.81,106.12,141.54,148.39,0.3009,0.5373,0.5815
no_exercise,106.29,105.68,140.68,147.4,0.3009,0.5386,0.5826
no_exercise,106.6,106.03,140.85,147.92,0.3008,0.5375,0.582
no_exercise,106.35,105.23,140.82,147.79,0.3008,0.5376,0.5834
no_exercise,107.21,105.48,140.81,147.96,0.3008,0.5355,0.5828
no_exercise,107.03,105.27,140.49,147.87,0.3009,0.536,0.5833
no_exercise,107.05,105.21,140.48,147.71,0.3009,0.5366,0.5834
no_exercise,107.01,104.32,140.78,148.45,0.3009,0.5365,0.5856
no_exercise,106.92,104.12,140.81,148.44,0.3009,0.5367,0.5863
no_exercise,106.94,104.08,140.88,148.59,0.3009,0.5369,0.5861
no_exercise,106.87,103.34,141.28,149.02,0.3007,0.5371,0.5889
no_exercise,106.58,102.75,141.35,148.89,0.3006,0.5379,0.5917
no_exercise,107.02,102.76,141.13,149.04,0.3007,0.5366,0.5917
no_exercise,107.13,103.07,140.94,149.12,0.3007,0.5368,0.5902
no_exercise,107.14,103.3,141.0,149.11,0.3006,0.5369,0.5897
no_exercise,106.8,102.82,140.32,149.0,0.3007,0.5382,0.591
no_exercise,106.87,103.22,140.3,148.81,0.3006,0.5382,0.5887
no_exercise,106.48,102.29,139.76,148.48,0.3007,0.5396,0.5925
no_exercise,106.03,101.65,139.84,148.43,0.3004,0.5412,0.5977
no_exercise,106.24,101.73,139.56,148.41,0.3003,0.5407,0.5989
no_exercise,105.62,101.46,139.56,148.43,0.3002,0.5431,0.6003
no_exercise,105.94,101.18,139.23,148.2,0.3001,0.5425,0.6017
no_exercise,106.31,101.23,138.95,148.14,0.3002,0.5414,0.6006
no_exercise,105.69,100.41,138.47,147.98,0.3,0.544,0.6056
no_exercise,105.93,100.64,138.67,148.35,0.2996,0.5433,0.6036
no_exercise,104.5,101.23,139.22,149.79,0.2976,0.5492,0.6054
no_exercise,104.32,101.78,139.63,149.5,0.2969,0.5493,0.6001
no_exercise,104.97,101.06,139.3,148.8,0.297,0.5477,0.6016
no_exercise,107.14,103.52,140.1,148.74,0.2974,0.5399,0.5774
no_exercise,105.86,102.41,139.87,147.79,0.2981,0.5457,0.5761
no_exercise,105.33,99.31,139.89,148.3,0.2975,0.5503,0.5661
no_exercise,104.26,97.96,140.29,146.89,0.2978,0.5515,0.5581
no_exercise,103.75,96.62,140.5,147.23,0.298,0.5466,0.5514
no_exercise,102.72,97.11,141.1,147.93,0.2971,0.5454,0.5448
no_exercise,101.37,96.95,142.94,148.4,0.2978,0.5471,0.533
no_exercise,95.05,94.22,143.96,150.39,0.2963,0.5543,0.5109
no_exercise,92.72,93.34,144.7,150.03,0.2957,0.5472,0.5083
no_exercise,91.4,89.73,146.36,150.54,0.2946,0.5334,0.5062
no_exercise,89.81,87.9,146.12,152.52,0.2936,0.5288,0.5056
no_exercise,89.5,88.94,146.06,152.83,0.2925,0.5194,0.505
no_exercise,87.71,84.74,146.77,152.79,0.2911,0.5119,0.5061
no_exercise,87.58,84.54,145.38,152.57,0.2906,0.5102,0.5049
no_exercise,86.91,83.44,144.82,153.49,0.2888,0.5143,0.5089
no_exercise,87.75,83.06,143.84,155.35,0.2883,0.5135,0.5287
no_exercise,87.29,82.21,143.19,154.48,0.2875,0.5202,0.5338
no_exercise,87.24,81.74,143.32,155.73,0.2872,0.5218,0.5384
no_exercise,88.03,84.15,142.71,155.06,0.2875,0.5256,0.5538
no_exercise,89.56,86.43,142.66,155.52,0.2877,0.5232,0.5523
no_exercise,89.83,87.04,142.01,155.16,0.2877,0.5256,0.5572
no_exercise,89.72,87.77,141.57,154.47,0.2877,0.5339,0.5619
no_exercise,90.02,87.98,142.01,153.45,0.288,0.5355,0.5582
no_exercise,89.43,88.43,141.66,152.1,0.2881,0.5496,0.5464
no_exercise,89.55,88.44,141.67,151.59,0.2881,0.5541,0.5449
no_exercise,90.63,88.76,141.77,151.78,0.2882,0.552,0.5431
no_exercise,90.99,88.43,142.21,152.19,0.2883,0.5496,0.5449
no_exercise,91.19,88.66,142.4,151.18,0.2883,0.5495,0.5452
no_exercise,89.44,89.14,142.71,150.03,0.2903,0.5528,0.5435
no_exercise,88.21,88.77,143.5,150.31,0.2903,0.5556,0.5482
no_exercise,88.37,89.12,143.42,150.2,0.2901,0.5563,0.5485
no_exercise,87.17,89.44,143.85,150.7,0.2902,0.556,0.5457
no_exercise,86.68,89.38,143.78,150.56,0.2908,0.5602,0.5472
no_exercise,85.42,88.79,144.27,150.98,0.2913,0.5614,0.5469
no_exercise,85.66,89.18,144.15,151.09,0.2909,0.5593,0.545
no_exercise,85.84,89.17,144.15,150.87,0.2911,0.5595,0.5453
no_exercise,85.55,89.64,144.41,150.48,0.2912,0.5598,0.5423
no_exercise,85.02,90.83,144.38,150.31,0.2918,0.5631,0.5368
no_exercise,85.28,91.01,144.12,149.53,0.2923,0.5618,0.5356
no_exercise,85.29,90.86,143.68,149.09,0.2927,0.5628,0.5358
no_exercise,85.33,90.02,143.68,148.79,0.2932,0.5639,0.5389
no_exercise,85.93,90.02,143.52,148.62,0.2938,0.563,0.5393
no_exercise,85.73,89.3,143.15,147.97,0.2942,0.5647,0.544
no_exercise,85.43,90.28,143.14,147.85,0.2966,0.5642,0.5373
no_exercise,85.44,90.58,143.07,147.68,0.2976,0.5635,0.5353
no_exercise,86.14,91.0,142.84,147.6,0.2986,0.5608,0.533
no_exercise,86.04,90.87,142.64,147.2,0.299,0.5605,0.5331
no_exercise,85.98,91.31,142.29,146.78,0.2996,0.5613,0.5311
no_exercise,85.81,91.91,142.33,146.82,0.2997,0.562,0.5285
no_exercise,85.96,91.69,141.95,146.41,0.2996,0.5601,0.5293
no_exercise,85.78,91.62,141.88,146.29,0.3,0.5596,0.5296
no_exercise,85.0,91.29,141.89,146.27,0.3002,0.5631,0.5308
no_exercise,85.06,91.06,141.65,146.21,0.2999,0.5632,0.5314
no_exercise,85.46,91.06,141.73,146.55,0.3001,0.5636,0.5327
no_exercise,86.24,89.93,143.44,148.66,0.2993,0.5644,0.5471
no_exercise,87.49,90.52,143.07,149.14,0.301,0.5714,0.5555
no_exercise,92.33,99.19,131.91,156.6,0.3041,0.547,0.5565
no_exercise,92.88,102.58,130.01,155.86,0.3077,0.535,0.5726
no_exercise,99.13,114.31,133.91,155.01,0.3063,0.566,0.5995
no_exercise,100.99,117.07,136.22,160.64,0.3039,0.568,0.5947
no_exercise,102.48,117.19,133.69,145.35,0.3036,0.5724,0.6405
no_exercise,106.75,125.89,139.47,145.73,0.3009,0.5747,0.6069
no_exercise,112.85,124.36,142.1,146.56,0.3006,0.574,0.6172
no_exercise,112.23,121.64,140.84,145.84,0.301,0.5768,0.6374
no_exercise,112.77,121.69,138.97,145.93,0.301,0.5779,0.6377
no_exercise,112.8,125.11,140.93,147.51,0.3012,0.574,0.6442
no_exercise,112.81,125.16,140.87,147.45,0.3014,0.5599,0.64
no_exercise,112.11,127.81,139.6,147.0,0.302,0.5528,0.6532
no_exercise,113.14,129.51,140.84,146.93,0.3026,0.5554,0.6541
side_movement,112.69,130.01,142.17,147.08,0.3024,0.5543,0.6513
side_movement,112.64,130.73,140.81,147.18,0.3034,0.5594,0.6487
side_movement,112.46,130.81,141.56,144.93,0.3042,0.5592,0.6517
side_movement,112.43,130.43,142.38,144.15,0.3047,0.5631,0.6524
side_movement,111.13,127.77,141.59,140.34,0.3028,0.5467,0.6245
side_movement,107.79,126.85,140.36,147.61,0.301,0.5296,0.6159
side_movement,108.02,133.67,140.82,149.04,0.2996,0.5212,0.6328
side_movement,108.55,134.87,141.26,153.32,0.2996,0.5115,0.6332
side_movement,98.02,119.65,142.39,147.91,0.3075,0.5311,0.6116
side_movement,95.01,111.08,141.21,146.29,0.3135,0.5404,0.6041
side_movement,90.83,105.98,141.05,148.06,0.3289,0.5683,0.6055
side_movement,93.07,104.27,141.53,149.19,0.3329,0.5721,0.5972
side_movement,95.33,103.82,141.7,150.28,0.3337,0.5786,0.5926
side_movement,98.89,102.81,143.85,152.21,0.3198,0.5711,0.5886
side_movement,93.65,104.38,141.0,150.2,0.3323,0.5966,0.5848
side_movement,95.19,107.88,143.26,150.59,0.3126,0.5856,0.5721
side_movement,100.48,109.51,143.64,152.86,0.299,0.5806,0.5758
side_movement,97.12,99.57,135.68,146.17,0.2947,0.5947,0.6084
side_movement,110.42,118.49,136.46,147.44,0.2763,0.5974,0.7937
side_movement,113.06,129.48,138.86,151.05,0.2641,0.5978,0.8436
side_movement,116.53,130.47,139.85,149.38,0.256,0.5889,0.8109
side_movement,119.37,139.9,142.71,149.05,0.2523,0.5791,0.8934
side_movement,123.24,142.39,143.51,160.27,0.2449,0.5436,0.8798
side_movement,128.01,130.1,137.86,167.46,0.2398,0.526,0.6951
side_movement,124.85,119.25,132.61,166.35,0.236,0.5437,0.6433
side_movement,129.51,105.46,132.61,163.96,0.2395,0.5472,0.559
side_movement,133.17,106.85,133.6,166.58,0.2425,0.554,0.5589
side_movement,130.94,104.69,131.49,165.55,0.2314,0.5647,0.5435
side_movement,130.12,105.82,132.32,163.52,0.2185,0.564,0.5276
side_movement,133.62,110.0,128.98,160.57,0.2371,0.5755,0.5203
side_movement,130.88,108.85,127.21,160.19,0.2341,0.566,0.5226
side_movement,134.17,104.98,122.93,163.29,0.2562,0.5552,0.5411
side_movement,141.13,108.9,117.96,164.07,0.2922,0.5124,0.5128
side_movement,140.91,116.54,118.75,165.32,0.2874,0.5068,0.4769
side_movement,169.26,109.98,109.81,158.68,0.2919,0.3993,0.5036
side_movement,162.74,107.7,104.66,151.4,0.2979,0.5087,0.5045
side_movement,97.91,122.98,77.26,124.57,0.4131,0.5119,0.382
side_movement,138.38,125.71,69.66,96.08,0.452,0.3872,0.3879
side_movement,140.12,126.5,80.29,101.31,0.5178,0.4452,0.3966
side_movement,133.19,119.89,75.64,92.95,0.5388,0.4386,0.3819
side_movement,138.19,115.49,85.38,106.55,0.5466,0.444,0.3953
side_movement,142.63,110.34,117.31,136.91,0.52,0.4381,0.3794
side_movement,141.3,115.21,131.62,153.39,0.4963,0.445,0.3858
side_movement,146.56,107.46,143.8,162.61,0.4862,0.4341,0.3708
side_movement,148.66,106.06,143.07,164.91,0.4464,0.4285,0.3411
side_movement,146.22,106.3,144.99,167.35,0.4269,0.4215,0.3343
side_movement,156.12,119.09,134.83,144.99,0.432,0.4055,0.3741
side_movement,160.6,119.0,134.67,146.0,0.4122,0.3947,0.3626
side_movement,158.91,132.72,134.3,163.24,0.3226,0.3783,0.3685
side_movement,161.48,106.78,135.14,161.78,0.3826,0.3754,0.4269
side_movement,161.0,110.75,135.11,163.63,0.359,0.3716,0.4118
side_movement,160.44,102.45,133.85,164.6,0.3776,0.3783,0.4121
side_movement,157.37,115.44,131.7,169.12,0.3411,0.3841,0.3956
side_movement,158.35,114.08,125.5,164.84,0.3423,0.3885,0.3849
side_movement,142.94,110.74,130.6,160.81,0.2411,0.4055,0.3871
side_movement,133.23,112.22,124.45,143.85,0.19,0.3916,0.3781
side_movement,126.87,114.56,123.35,143.07,0.1757,0.3862,0.3762
side_movement,117.43,112.68,125.58,149.46,0.1568,0.392,0.3766
side_movement,110.87,110.69,134.35,156.24,0.1559,0.4139,0.4043
side_movement,103.66,111.08,133.78,157.77,0.1635,0.4314,0.4071
side_movement,102.17,113.21,137.87,157.0,0.1717,0.4316,0.4074
side_movement,94.94,134.17,136.28,157.87,0.2478,0.4197,0.3749
side_movement,100.81,144.24,132.84,156.43,0.2697,0.3991,0.3637
side_movement,103.07,144.74,128.74,145.16,0.2456,0.3867,0.37
side_movement,102.2,149.01,126.14,140.41,0.2943,0.3895,0.3763
side_movement,101.3,147.95,96.79,119.16,0.2944,0.4,0.3805
side_movement,105.99,156.1,93.83,103.56,0.3107,0.3963,0.3702
side_movement,107.23,157.77,84.0,98.2,0.317,0.3981,0.3703
side_movement,107.5,161.15,78.37,87.16,0.3528,0.3945,0.366
side_movement,106.72,161.24,86.4,92.36,0.3843,0.3927,0.3685
side_movement,105.48,168.37,83.18,107.46,0.3434,0.3903,0.3657
side_movement,97.59,166.12,82.58,108.98,0.321,0.3849,0.3685
side_movement,98.93,161.3,89.89,119.97,0.3112,0.3814,0.3695
side_movement,94.31,157.58,106.38,154.82,0.2867,0.3841,0.3687
side_movement,95.47,157.89,106.25,148.89,0.3,0.3819,0.3638
side_movement,101.19,154.69,130.17,143.11,0.2877,0.38,0.3689
side_movement,96.83,155.44,131.25,147.15,0.306,0.3897,0.3589
side_movement,93.3,147.27,121.36,148.74,0.2857,0.404,0.3679
side_movement,93.48,142.77,121.91,149.98,0.2622,0.3997,0.3793
side_movement,103.68,132.23,122.67,148.89,0.2006,0.3819,0.3705
side_movement,105.86,126.15,112.62,138.2,0.1695,0.3878,0.3622
side_movement,157.04,164.02,119.1,172.43,0.1778,0.5398,0.5416
side_movement,162.48,165.28,128.01,148.37,0.1808,0.5511,0.5603
side_movement,162.34,160.39,104.12,124.66,0.1716,0.5526,0.5011
side_movement,154.52,149.38,122.36,127.06,0.1786,0.4796,0.4915
side_movement,152.08,131.29,130.4,127.0,0.2065,0.435,0.4205
side_movement,158.58,164.94,146.41,146.37,0.2104,0.4245,0.5756
side_movement,155.63,166.77,152.85,159.9,0.2505,0.4313,0.5874
side_movement,158.05,163.68,151.47,155.06,0.268,0.4618,0.5369
side_movement,155.91,151.16,147.59,154.39,0.2685,0.4522,0.4767
side_movement,155.63,149.53,145.31,148.37,0.2574,0.4785,0.4957
side_movement,159.54,148.87,146.79,159.77,0.2779,0.5382,0.51
side_movement,161.13,146.7,147.33,160.6,0.2914,0.5392,0.4739
side_movement,162.02,144.27,147.95,162.13,0.2939,0.5465,0.5377
side_movement,162.54,148.72,150.25,162.42,0.3036,0.5361,0.533
side_movement,163.14,154.21,151.93,163.89,0.2994,0.5346,0.5927
side_movement,161.28,144.86,150.61,161.64,0.3003,0.5994,0.4899
side_movement,162.93,133.23,146.66,161.45,0.2951,0.6486,0.4143
side_movement,163.6,143.67,146.05,161.41,0.2911,0.6654,0.4555
side_movement,161.95,139.87,141.93,170.18,0.2903,0.641,0.4233
side_movement,165.63,173.06,143.86,161.91,0.2147,0.7634,0.7651
side_movement,166.6,173.87,141.5,157.63,0.1853,0.8025,0.8162
side_movement,171.03,174.29,141.4,159.04,0.1521,0.8393,0.8721
side_movement,171.45,170.68,140.59,162.15,0.1516,0.8326,0.7656
side_movement,177.8,168.92,139.58,163.97,0.1437,0.8342,0.8386
side_movement,178.02,168.58,138.08,164.65,0.1449,0.8369,0.8498
side_movement,178.32,167.47,138.73,161.12,0.1434,0.8318,0.8618
side_movement,178.31,165.66,138.93,169.14,0.1387,0.7653,0.8114
side_movement,177.52,163.77,137.86,167.34,0.1375,0.729,0.7962
side_movement,176.33,162.07,143.8,165.16,0.1366,0.7109,0.7873
side_movement,164.57,155.41,139.24,166.27,0.144,0.5467,0.7773
side_movement,157.11,152.54,135.85,157.43,0.1456,0.5182,0.7764
side_movement,151.29,151.4,132.94,156.39,0.1464,0.4934,0.7899
side_movement,149.31,150.92,132.16,157.85,0.153,0.5235,0.8052
side_movement,145.17,149.82,134.2,157.89,0.1545,0.5084,0.8018
side_movement,145.39,149.28,134.09,156.22,0.1607,0.5308,0.8116
side_movement,134.23,145.22,135.54,153.93,0.1619,0.4748,0.758
side_movement,126.0,143.42,136.48,154.43,0.1603,0.4539,0.7113
side_movement,121.47,140.64,140.0,156.93,0.1448,0.4671,0.6661
side_movement,123.14,141.37,142.79,158.1,0.1446,0.4935,0.6966
side_movement,117.51,136.28,142.55,159.09,0.144,0.4762,0.6382
side_movement,118.74,135.17,144.42,158.43,0.145,0.4937,0.6419
side_movement,95.53,128.36,148.76,159.39,0.145,0.388,0.5889
side_movement,97.21,122.53,150.31,158.45,0.1461,0.3937,0.5468
side_movement,104.56,123.6,149.55,156.05,0.1471,0.4328,0.5652
side_movement,106.56,124.4,148.37,155.78,0.1475,0.4425,0.5737
side_movement,108.08,123.88,146.78,156.5,0.1438,0.4669,0.5799
side_movement,108.3,121.03,144.98,157.45,0.1435,0.4815,0.5644
side_movement,109.92,120.69,146.17,158.37,0.1426,0.4755,0.5603
side_movement,109.09,122.11,146.05,156.61,0.1432,0.4769,0.571
side_movement,113.02,120.59,145.18,157.8,0.143,0.4961,0.5597
side_movement,112.68,119.7,145.37,157.89,0.1423,0.4906,0.556
side_movement,117.21,122.27,144.34,156.44,0.1416,0.5372,0.5792
side_movement,117.61,122.01,144.16,158.17,0.1414,0.5517,0.5765
side_movement,120.7,128.72,139.64,152.36,0.1532,0.5986,0.6423
side_movement,124.17,130.07,138.17,150.44,0.1716,0.6085,0.6546
side_movement,113.31,127.41,138.73,154.2,0.1634,0.5235,0.6386
side_movement,106.85,125.7,138.91,156.8,0.1762,0.5088,0.622
side_movement,114.73,119.3,138.09,149.32,0.2898,0.5645,0.5845
side_movement,114.33,113.46,138.29,152.75,0.3445,0.5055,0.5589
side_movement,104.1,110.53,139.07,157.64,0.3409,0.428,0.5528
side_movement,111.64,112.14,137.61,151.49,0.3286,0.2727,0.5633
side_movement,101.32,77.47,138.42,154.07,0.3074,0.5398,0.4631
side_movement,115.94,112.69,140.93,151.32,0.3111,0.2959,0.5428
side_movement,101.08,94.88,140.62,152.18,0.3369,0.314,0.467
side_movement,121.3,97.31,143.41,155.32,0.3578,0.3138,0.453
side_movement,122.72,99.74,144.94,154.8,0.3624,0.3153,0.436
side_movement,128.18,104.06,143.82,153.99,0.3492,0.3122,0.4418
side_movement,125.2,86.51,148.09,156.05,0.3433,0.3182,0.3821
side_movement,125.13,56.83,146.77,160.69,0.3723,0.3237,0.3242
side_movement,121.17,61.06,148.6,160.68,0.372,0.317,0.3162
side_movement,126.57,57.02,146.81,162.36,0.3776,0.3207,0.3089
side_movement,127.45,50.86,146.37,163.01,0.3794,0.3228,0.2986
side_movement,129.03,60.28,146.08,163.06,0.3779,0.3284,0.3097
side_movement,97.25,53.25,148.37,163.4,0.4167,0.2647,0.312
side_movement,96.94,62.31,147.3,163.66,0.413,0.2828,0.3014
side_movement,100.0,85.69,145.31,162.7,0.4369,0.3035,0.2873
side_movement,101.99,102.73,144.71,161.71,0.4608,0.3105,0.2786
side_movement,109.54,145.18,145.82,164.52,0.4906,0.3466,0.3302
side_movement,105.9,157.83,145.4,163.73,0.4905,0.3499,0.3416
side_movement,111.73,163.18,150.87,163.69,0.4691,0.3127,0.3304
side_movement,125.02,165.39,143.53,156.96,0.4665,0.3174,0.3459
side_movement,118.48,160.02,143.31,157.88,0.4445,0.3269,0.3498
side_movement,111.21,158.47,143.51,156.14,0.4306,0.3291,0.3549
side_movement,109.37,158.06,141.75,154.09,0.4336,0.33,0.3628
side_movement,106.93,158.52,143.1,153.65,0.429,0.3368,0.3619
side_movement,108.41,159.97,141.3,155.44,0.4223,0.3377,0.362
side_movement,98.82,156.87,139.29,146.88,0.3614,0.3932,0.3941
side_movement,97.76,157.73,140.3,147.54,0.3851,0.3887,0.393
side_movement,97.73,158.11,140.94,147.45,0.3885,0.3913,0.3949
